Numéro du puits,Nom du puits,Année forage,Région géologique,Lot,Rang,Canton,Paroisse,Localisation,Latitude (NAD83),Latitude (décimal),Longitude (NAD83),Longitude (décimal),No carte,No permis,Profondeur,Profondeur (en m),Elévation sol,Élévation (en m),Élévation table rotation,Élévation de la table de rotation (en m),Dernière activité de puits,Dernière phase de puits,Statut puits,État du puits,Contenu du puits,Type puits,Détenteur,Partenaires,Opérateur,Implanté sur,Entreprise forage,Type foreuse,Log composite,Confidentiel jusqu'au,Municipalité,Région administrative,Localité
A038,Eastern Canada No 1,1954,A-Basses-Terres (sols consolidés),26,,,Saint-Jean,,"45° 14' 44,1""",45.245583,"73° 15' 10,5""",-73.252917,31H03,24193,4750 pi/KB,1447.8,100.0 pi/mer,30.48,102.0 pi/mer,31.09,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Eastern Canada Gas & Oil Ltd.,Gravity log,Rawlings Drilling Co.,Câble,Non,,Saint-Jean-sur-Richelieu,Montérégie,Saint-Jean-sur-Richelieu
A039,Eastern Canada No 2,1954,A-Basses-Terres (sols consolidés),243,,,Saint-Valentin,,"45° 09' 44,1""",45.16225,"73° 19' 46,5""",-73.329583,31H03,24193,2013 pi/KB,613.56,160.0 pi/mer,48.77,162.0 pi/mer,49.38,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,Gravity log,Rawlings Drilling Co.,Câble,Non,,Saint-Valentin,Montérégie,Napierville
A040,Eastern Canada No 3,1954,A-Basses-Terres (sols consolidés),359,,,Saint-Valentin,,"45° 07' 43,1""",45.128639,"73° 20' 03,5""",-73.334306,31H03,72149,3198 pi/KB,974.75,146.0 pi/mer,44.5,148.0 pi/mer,45.11,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,n.d.,Rawlings Drilling Co.,Câble,Non,,Saint-Valentin,Montérégie,Lacolle
A041,Eastern Canada No 4,1954,A-Basses-Terres (sols consolidés),404,,,Saint-Athanase,,"45° 16' 38,1""",45.27725,"73° 11' 02,5""",-73.184028,31H06,24193,4070 pi/KB,1240.54,157.0 pi/mer,47.85,159.0 pi/mer,48.46,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,Gravity log,Rawlings Drilling Co.,Câble,Non,,Saint-Jean-sur-Richelieu,Montérégie,Iberville
A042,Eastern Canada No 5,1954,A-Basses-Terres (sols consolidés),430,,,Saint-Alexandre,,"45° 12' 32,1""",45.208917,"73° 06' 36,5""",-73.110139,31H03,24193,4604 pi/KB,1403.3,177.0 pi/mer,53.95,179.0 pi/mer,54.56,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,Gravity log,Rawlings Drilling Co.,Câble,Non,,Saint-Alexandre,Montérégie,Saint-Alexandre
A043,"Eastern Canada Gas & Oil No 6, Saint-Blaise",1958,A-Basses-Terres (sols consolidés),173,,,Saint-Blaise,,"45° 12' 31,1""",45.208639,"73° 19' 21,5""",-73.322639,31H03,24193,2177 pi/KB,663.55,183.0 pi/mer,55.78,185.0 pi/mer,56.39,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,n.d.,Logan Brothers Diamond Drilling Ltd.,Rotative,Non,,Saint-Blaise-sur-Richelieu,Montérégie,Napierville
A044,"Eastern Canada Gas & Oil No 7, Saint-Jean",1958,A-Basses-Terres (sols consolidés),45,,,Saint-Jean,,"45° 16' 08,1""",45.268917,"73° 15' 04,5""",-73.25125,31H06,24193,835 pi/KB,254.51,99.0 pi/mer,30.18,101.0 pi/mer,30.78,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,n.d.,Logan Brothers Diamond Drilling Ltd.,Rotative,Non,,Saint-Jean-sur-Richelieu,Montérégie,Saint-Jean-sur-Richelieu
A045,"Eastern Canada Gas & Oil No 9, Sainte-Anne-de-Sabrevois",1958,A-Basses-Terres (sols consolidés),95,,,Sainte-Anne-de-Sabrevois,,"45° 15' 30,1""",45.258361,"73° 14' 04,5""",-73.234583,31H06,24193,3940 pi/KB,1200.91,99.0 pi/mer,30.18,101.0 pi/mer,30.78,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Eastern Canada Gas & Oil Ltd.,n.d.,Eastern Canada Gas & Oil Ltd.,n.d.,Logan Brothers Diamond Drilling Ltd.,Rotative,Non,,Sainte-Anne-de-Sabrevois,Montérégie,Iberville
A046,Ferme expérimentale de l'Assomption,1929,A-Basses-Terres (sols consolidés),445 ou 448,Côté Nord du Bas de l'Assomption,,Assomption,"Ferme expérimentale de l'Assomption, Direction générale de la recherche, Comté de l'Assomption","45° 48' 41,1""",45.811417,"73° 25' 48,5""",-73.430139,31H14,n.d.,1640 pi/KB,499.87,51.0 pi/mer,15.54,53.0 pi/mer,16.15,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Government of Canada,n.d.,Government of Canada,n.d.,,Câble,Non,,L'Assomption,Lanaudière,L'Assomption
A047,Forest,1885,A-Basses-Terres (sols consolidés),516,,,Saint-Grégoire,,"46° 13' 31,1""",46.225306,"72° 29' 20,4""",-72.489,31I01,n.d.,2900 pi/KB,883.92,123.0 pi/mer,37.49,125.0 pi/mer,38.1,Forage,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,Câble,Non,,Bécancour,Centre-du-Québec,Nicolet
A048,Gélinas No 2,1954,A-Basses-Terres (sols consolidés),12,Grande Rivière,Seigneurie de Bécancour,Sainte-Angèle-de-Laval,Comté de Nicolet,"46° 21' 31,1""",46.358639,"72° 28' 15,0""",-72.470833,31I08,23466,810 pi/sol,246.89,23.0 pi/mer,7.01,25.0 pi/mer,7.62,Abandon,n.d.,Complété\gaz,Complété,gaz,Puits d'exploration «Wildcat»,Germain Gélinas,n.d.,Germain Gélinas,n.d.,Germain Gélinas,Carottage minier,Non,,Bécancour,Centre-du-Québec,Bécancour
A049,Gélinas No 3,1955,A-Basses-Terres (sols consolidés),12,Grande Rivière,Seigneurie de Bécancour,Sainte-Angèle-de-Laval,Comté de Nicolet,"46° 21' 23,2""",46.356444,"72° 28' 06,1""",-72.468361,31I08,23466,800 pi/KB,243.84,23.0 pi/mer,7.01,25.0 pi/mer,7.62,Forage,n.d.,Complété\gaz,Complété,gaz,Puits d'exploration «Wildcat»,Germain Gélinas,n.d.,Germain Gélinas,n.d.,Germain Gélinas,Carottage minier,Non,,Bécancour,Centre-du-Québec,Bécancour
A050,Gélinas No 4,1962,A-Basses-Terres (sols consolidés),13,Grande Rivière,,Sainte-Angèle-de-Laval,,"46° 21' 25,1""",46.356972,"72° 28' 08,4""",-72.469,31I08,30759,820 pi/---,249.94,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Germain Gélinas,n.d.,Germain Gélinas,Rotative,Non,,Bécancour,Centre-du-Québec,Bécancour
A051,Fortierville No 1,1943,A-Basses-Terres (sols consolidés),17,,,Saint-Jean-Deschaillons,,"46° 29' 02,1""",46.483917,"71° 58' 52,4""",-71.981222,21L05,5117,771 pi/KB,235.0,226.0 pi/mer,68.88,228.0 pi/mer,69.49,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,A.E. Goyette,n.d.,Connors Drilling Co.,Carottage minier,Non,,Sainte-Françoise,Centre-du-Québec,Leclercville
A052,Goyette,1942,A-Basses-Terres (sols consolidés),,,,Saint-Laurent,"On the property of Crèche d'Youville, Côte de la Liesse, 6295, Christophe Colomb St., Montréal, Comté de Jacques-Cartier","45° 32' 12,1""",45.536694,"73° 35' 58,5""",-73.599583,31H12,n.d.,620 pi/sol,188.98,131.0 pi/mer,39.93,133.0 pi/mer,40.54,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,A.E. Goyette,n.d.,,Câble,Non,,Montréal,Montréal,Montréal
A053,Lincoln No 1,1944,A-Basses-Terres (sols consolidés),,,Seigneurie de l'Isle de Montréal,,,"45° 29' 35,1""",45.493083,"73° 35' 01,5""",-73.58375,31H05,n.d.,685 pi/KB,208.79,155.0 pi/mer,47.24,157.0 pi/mer,47.85,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,A.E. Goyette,n.d.,,Câble,Non,,Montréal,Montréal,Montréal
A054,"Sweet Grass, Yamachiche No 4",1955,A-Basses-Terres (sols consolidés),603,,,Sainte-Anne-de-Yamachiche,,"46° 20' 19,1""",46.338639,"72° 48' 49,4""",-72.813722,31I07,27935,909 pi/KB,277.06,127.0 pi/mer,38.71,129.0 pi/mer,39.32,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Great Sweet Grass Oils Ltd.,Gravity log,Robert McMaster & Sons,Câble,Non,,Yamachiche,Mauricie,Yamachiche
A055,Guillemette,1873,A-Basses-Terres (sols consolidés),517,,,Saint-Grégoire,,"46° 13' 32,1""",46.225583,"72° 29' 13,4""",-72.487056,31I01,n.d.,3000 pi/KB,914.4,107.0 pi/mer,32.61,109.0 pi/mer,33.22,Forage,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,Câble,Non,,Bécancour,Centre-du-Québec,Nicolet
A056,Huttes militaires de Longueuil,1911,A-Basses-Terres (sols consolidés),,,,,Comté de Chambly,"45° 32' 38,1""",45.543917,"73° 30' 00,5""",-73.500139,31H12,n.d.,1425 pi/KB,434.34,46.0 pi/mer,14.02,48.0 pi/mer,14.63,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Département de Milice et Défense du Canada,n.d.,Wallace Bell Company Ltd.,Câble,Non,,Longueuil,Montérégie,Longueuil
A057,"Quonto International No 1, Saint-Vincent-de-Paul",1958,A-Basses-Terres (sols consolidés),384,Côte Sainte-Françoise,,Saint-Vincent-de-Paul,,"45° 38' 45,1""",45.645861,"73° 39' 34,5""",-73.659583,31H12,27363,3308 pi/KB,1008.28,116.0 pi/mer,35.36,118.0 pi/mer,35.97,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,International Metal & Petroleum Corp.,n.d.,International Metal & Petroleum Corp.,n.d.,Logan Brothers Diamond Drilling Ltd.,Carottage minier,Non,,Laval,Laval,Terrebonne
A058,"Quonto International No 1, Mascouche",1957,A-Basses-Terres (sols consolidés),336,,,Mascouche,,"45° 44' 38,1""",45.743917,"73° 35' 03,5""",-73.584306,31H12,30481,3531 pi/KB,1076.25,57.0 pi/mer,17.37,59.0 pi/mer,17.98,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,International Metal & Petroleum Corp.,n.d.,International Metal & Petroleum Corp.,n.d.,Logan Brothers Diamond Drilling Ltd.,Carottage minier,Non,,Mascouche,Lanaudière,Mascouche
A059,"Canso Intercity, Pointe-du-Lac No 1a",1956,A-Basses-Terres (sols consolidés),265,Petites Terres,,Pointe-du-Lac,,"46° 17' 17,5""",46.288194,"72° 40' 59,4""",-72.683167,31I07,29739,1811 pi/KB,551.99,56.0 pi/mer,17.07,61.0 pi/mer,18.59,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Inter-City Propane Inc.,Canso Natural Gas Ltd,Inter-City Propane Inc.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
A060,"Canso Saint-Maurice, Pointe-du-Lac No 1b",1957,A-Basses-Terres (sols consolidés),265,Petites Terres,,Pointe-du-Lac,,"46° 17' 18,3""",46.288417,"72° 41' 00,9""",-72.683583,31I07,29739,2841 pi/KB,865.94,57.0 pi/mer,17.37,65.0 pi/mer,19.81,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Inter-City Propane Inc.,Canso Natural Gas Ltd,Inter-City Propane Inc.,n.d.,Carroll Drilling Co. Ltd.,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
A061,"Laduboro No 1, La Baie Yamaska",1958,A-Basses-Terres (sols consolidés),349,1,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 10' 16,1""",46.171139,"72° 40' 41,4""",-72.678167,31I02,28532,2460 pi/KB,749.81,17.0 pi/mer,5.18,22.0 pi/mer,6.71,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,n.d.,Laduboro Oil Ltd.,Gravity log,Heath & Sherwood Drilling Ltd.,Carottage minier,Non,,Baie-du-Febvre,Centre-du-Québec,Nicolet
A062,"Laduboro No 2, La Baie Yamaska",1958,A-Basses-Terres (sols consolidés),349,1,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 10' 15,1""",46.170861,"72° 40' 38,4""",-72.677333,31I02,28532,2890 pi/KB,880.87,17.0 pi/mer,5.18,22.0 pi/mer,6.71,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,n.d.,Laduboro Oil Ltd.,Gravity log,Heath & Sherwood Drilling Ltd.,Câble & rotative,Non,,Baie-du-Febvre,Centre-du-Québec,Nicolet
A063,"Laduboro No 3, La Baie Yamaska",1959,A-Basses-Terres (sols consolidés),350,1,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 10' 17,2""",46.171444,"72° 40' 33,1""",-72.675861,31I02,28532,3020 pi/KB,920.5,18.0 pi/mer,5.49,28.0 pi/mer,8.53,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,n.d.,Laduboro Oil Ltd.,Gravity log,Precision Drilling Corp.,Rotative,Non,,Baie-du-Febvre,Centre-du-Québec,Nicolet
A064,"Laduboro No 4, La Baie Yamaska",1959,A-Basses-Terres (sols consolidés),1-ouest,,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 08' 07,1""",46.135306,"72° 47' 24,4""",-72.790111,31I02,28532,3528 pi/KB,1075.33,14.0 pi/mer,4.27,25.0 pi/mer,7.62,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,n.d.,Laduboro Oil Ltd.,n.d.,Precision Drilling Corp.,Rotative,Non,,Baie-du-Febvre,Centre-du-Québec,Pierreville
A065,"Laduboro No 5, La Baie Yamaska",1962,A-Basses-Terres (sols consolidés),391,,,Saint-Antoine-de-la-Baie-du-Febvre,,"46° 10' 14,1""",46.170583,"72° 40' 29,0""",-72.674722,31I02,168,4437 pi/KB,1352.4,20.0 pi/mer,6.1,33.0 pi/mer,10.06,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,"Laduboro, Queenston, Calumet",Laduboro Oil Ltd.,Gravity log,Union Rotary Drillers Ltd.,Rotative,Oui,,Baie-du-Febvre,Centre-du-Québec,Nicolet
A066,"Laduboro Seaway Almega No 5, Champlain",1961,A-Basses-Terres (sols consolidés),214,,,Champlain,,"46° 26' 14,1""",46.43725,"72° 23' 42,4""",-72.395111,31I08,164,780 pi/sol,237.74,40.0 pi/mer,12.19,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,n.d.,Laduboro Oil Ltd.,n.d.,Walter Oes,Rotative,Non,,Champlain,Mauricie,Gentilly
A067,"Laduboro Seaway Almega No 6, Champlain",1961,A-Basses-Terres (sols consolidés),540,,,Champlain,,"46° 28' 11,1""",46.46975,"72° 20' 38,4""",-72.344,31I08,164,774 pi/sol,235.92,84.0 pi/mer,25.6,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Laduboro Oil Ltd.,Seaway Gas & Oil Almega Ltd,Laduboro Oil Ltd.,n.d.,James Drilling Ltd.,Rotative,Non,,Champlain,Mauricie,Sainte-Geneviève-de-Batiscan
A068,Lounan No 1,1955,A-Basses-Terres (sols consolidés),473,Grande Côte de L'Autraie,,Saint-Joseph-de-Lanoraie,,"45° 58' 23,1""",45.973083,"73° 15' 07,3""",-73.252028,31H14,n.d.,1350 pi/KB,411.48,50.0 pi/mer,15.24,52.0 pi/mer,15.85,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,F.X. Vézina,n.d.,St. Lambert Drilling Co.,Carottage minier,Non,,Lanoraie,Lanaudière,Lanoraie
A069,Impérial Lowlands No 1,1956,A-Basses-Terres (sols consolidés),24,,,Sainte-Emmélie-de-Lotbinière,,"46° 32' 57,1""",46.549194,"71° 59' 55,4""",-71.998722,21L12,23800,3445 pi/KB,1050.04,168.0 pi/mer,51.21,170.0 pi/mer,51.82,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,Gravity & Seismic log,Stubble & Stubble,Câble,Oui,,Leclercville,Chaudière-Appalaches,Leclercville
A070,Impérial Lowlands No 2,1956,A-Basses-Terres (sols consolidés),63,Grande Rivière,,Saint-Grégoire-le-Grand,,"46° 17' 42,1""",46.295028,"72° 33' 16,4""",-72.554556,31I07,23800,4121 pi/KB,1256.08,21.0 pi/mer,6.4,31.0 pi/mer,9.45,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,n.d.,Stubble & Stubble,Câble & rotative,Non,,Bécancour,Centre-du-Québec,Trois-Rivières
A071,Impérial Lowlands No 3,1956,A-Basses-Terres (sols consolidés),623,,,Précieux-Sang,,"46° 15' 30,1""",46.258361,"72° 26' 50,4""",-72.447333,31I08,23800,6514 pi/KB,1985.47,136.0 pi/mer,41.45,148.0 pi/mer,45.11,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,Gravity & Seismic log,Meier & Shaw,Câble & rotative,Non,,Bécancour,Centre-du-Québec,Bécancour
A072,"Impérial Lowlands No 4, Lotbinière",1957,A-Basses-Terres (sols consolidés),557,Saint-Jean-Baptiste,,Saint-Louis-de-Lotbinière,,"46° 36' 59,1""",46.616417,"71° 52' 02,4""",-71.867333,21L12,23800,1969 pi/KB,600.15,209.0 pi/mer,63.7,212.0 pi/mer,64.62,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,Gravity log,Meier & Shaw,Câble,Non,,Lotbinière,Chaudière-Appalaches,Saint-Édouard
A073,"Impérial Lowlands No 6, Nicolet",1957,A-Basses-Terres (sols consolidés),11,,,Sainte-Perpétue,,"46° 06' 54,1""",46.115028,"72° 30' 11,4""",-72.503167,31I02,23800,5046 pi/KB,1538.02,202.0 pi/mer,61.57,215.0 pi/mer,65.53,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,n.d.,Union Rotary Drillers Ltd.,Rotative,Non,,Sainte-Perpétue,Centre-du-Québec,Saint-Léonard-d'Aston
A074,"Impérial Lowlands Seaway No 1, Champlain",1959,A-Basses-Terres (sols consolidés),370,1,,La-Visitation-de-Champlain,,"46° 26' 11,1""",46.436417,"72° 24' 20,4""",-72.405667,31I08,32355,3024 pi/KB,921.72,74.0 pi/mer,22.56,78.0 pi/mer,23.77,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Seaway Gas & Oil Ltd.,n.d.,Seaway Gas & Oil Ltd.,n.d.,Robert McMaster & Sons,Câble,Non,,Champlain,Mauricie,Bécancour
A075,"Impérial Lowlands, Verchères No 1",1957,A-Basses-Terres (sols consolidés),240,1,,Verchères,,"45° 44' 20,1""",45.738917,"73° 22' 05,5""",-73.368194,31H11,23800,3762 pi/KB,1146.66,58.0 pi/mer,17.68,62.0 pi/mer,18.9,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Lowlands Exploration Ltd.,n.d.,Lowlands Exploration Ltd.,Gravity log,Meier & Shaw,Câble,Non,,Verchères,Montérégie,Verchères
A076,Lozo and Joseph No 1,1953,A-Basses-Terres (sols consolidés),135,,,Saint-Valentin,,"45° 12' 27,1""",45.207528,"73° 15' 38,5""",-73.260694,31H03,63097,1587 pi/KB,483.72,90.0 pi/mer,27.43,92.0 pi/mer,28.04,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Lozo Oil Co.,n.d.,T.E. Larocque,Carottage minier,Non,,Saint-Blaise-sur-Richelieu,Montérégie,Henryville
A077,Lozo and Joseph No 2,1953,A-Basses-Terres (sols consolidés),131,,,Saint-Valentin,,"45° 11' 52,1""",45.197806,"73° 16' 04,5""",-73.267917,31H03,63100,3122 pi/KB,951.59,99.0 pi/mer,30.18,101.0 pi/mer,30.78,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,Lozo Oil Co.,n.d.,Lozo Oil Co.,n.d.,T.E. Larocque,Carottage minier,Non,,Saint-Blaise-sur-Richelieu,Montérégie,Henryville
A078,Maisonneuve,1886,A-Basses-Terres (sols consolidés),,,,,Région de Maisonneuve,"45° 33' 33,1""",45.559194,"73° 31' 37,5""",-73.527083,31H12,n.d.,2000 pi/sol,609.6,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Natural Combustible Gas Company,n.d.,,Câble,Non,,Montréal,Montréal,Longueuil
A079,Mallet No 1,1937,A-Basses-Terres (sols consolidés),513,,,Sainte-Thérèse-de-Blainville,,"45° 40' 10,2""",45.6695,"73° 50' 22,0""",-73.839444,31H12,1390,3035 pi/KB,925.07,231.0 pi/mer,70.41,233.0 pi/mer,71.02,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,Vicomte Roger de Roumefort,n.d.,Vicomte Roger de Roumefort,n.d.,Napoleon Morrissette Diamond Drilling,Carottage minier,Non,,Blainville,Laurentides,Sainte-Thérèse
A080,Mohr No 1,1934,A-Basses-Terres (sols consolidés),729,,,Lanoraie,,"45° 56' 52,1""",45.947806,"73° 17' 41,5""",-73.294861,31H14,7538,1390 pi/KB,423.67,63.0 pi/mer,19.2,65.0 pi/mer,19.81,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Carl Mohr,n.d.,Carl Mohr,n.d.,,Câble,Non,,Lanoraie,Lanaudière,Lanoraie
A081,National Gas No 1,1914,A-Basses-Terres (sols consolidés),1319,Saint-André,,Saint-Thomas-d'Aquin,,"45° 42' 02,1""",45.700583,"72° 58' 36,4""",-72.976778,31H10,n.d.,2050 pi/KB,624.84,114.0 pi/mer,34.75,116.0 pi/mer,35.36,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,National Gas Company,n.d.,Capital Trust Co. (Mr. Tripplehorn),Câble,Non,,Saint-Hyacinthe,Montérégie,Saint-Jude
A082,National Gas No 2,1916,A-Basses-Terres (sols consolidés),1319,Saint-André,,Saint-Thomas-d'Aquin,,"45° 42' 17,1""",45.70475,"72° 58' 50,4""",-72.980667,31H10,n.d.,1826 pi/KB,556.56,113.0 pi/mer,34.44,115.0 pi/mer,35.05,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,National Gas Company,n.d.,Capital Trust Co. (Mr. Tripplehorn),Câble,Non,,Saint-Hyacinthe,Montérégie,Saint-Jude
A083,Collège de Nicolet,1885,A-Basses-Terres (sols consolidés),,,Seigneurie de Bécancour,,"Collège de Nicolet, Comté de Nicolet","46° 13' 45,1""",46.229194,"72° 36' 57,4""",-72.615944,31I02,n.d.,2270 pi/KB,691.9,69.0 pi/mer,21.03,71.0 pi/mer,21.64,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Collège de Nicolet,n.d.,Collège de Nicolet,Câble,Non,,Nicolet,Centre-du-Québec,Nicolet
A084,Okalta Oilmont No 1,1956,A-Basses-Terres (sols consolidés),16,,,Saint-François-de-Sales,,"45° 41' 00,1""",45.683361,"73° 34' 00,5""",-73.566806,31H12,27363,1503 pi/KB,458.11,55.0 pi/mer,16.76,59.0 pi/mer,17.98,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Oilmont Petroleums Co.,Okalta,Oilmont Petroleums Co.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Laval,Laval,Terrebonne
A085,Okalta Oilmont No 2,1956,A-Basses-Terres (sols consolidés),98,Côte du Nord,,Saint-François-de-Sales,,"45° 41' 01,1""",45.683639,"73° 38' 04,5""",-73.634583,31H12,27363,2046 pi/sol,623.62,56.0 pi/mer,17.07,58.0 pi/mer,17.68,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Oilmont Petroleums Co.,n.d.,Oilmont Petroleums Co.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Laval,Laval,Terrebonne
A086,Oil Selections No 2,1956,A-Basses-Terres (sols consolidés),5,Cabane Ronde,,Saint-Henri-de-Mascouche,,"45° 47' 18,1""",45.788361,"73° 31' 51,5""",-73.530972,31H13,178,578 pi/KB,176.17,52.0 pi/mer,15.85,56.0 pi/mer,17.07,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Oil Selections Ltd.,Gravity log,Ranch Drilling Ltd,Rotative,Non,,Mascouche,Lanaudière,Le Gardeur
